date,time_et,session,direction,open,high,low,close,volume,trade_count,wick_len,body_len,wick_pct,extreme,prints_at_extreme,prints_at_extreme_size,max_extreme_lag_ms,all_dark,repeat_level,verdict
2025-03-14,15:15,rth,down,479.74,479.78,468.3104,479.31,374896,1478,10.9996,0.43,2.295,468.3104,1,102876,2,True,True,GHOST
2025-03-14,15:35,rth,down,478.98,479.1,468.3104,478.55,349745,1324,10.2396,0.43,2.14,468.3104,1,102866,4,True,True,GHOST
2025-03-14,15:50,rth,down,479.4086,480.38,468.3104,480.26,1056841,5497,11.0982,0.8514,2.311,468.3104,1,102866,2,True,True,GHOST
2025-03-14,15:55,rth,down,480.26,480.56,468.3104,479.65,2974546,12802,11.3396,0.61,2.364,468.3104,4,411464,3,True,True,GHOST
2025-03-17,08:00,pre,down,479.22,479.96,476.12,478.85,97134,281,2.73,0.37,0.57,476.12,9,2382,16934743,True,False,GHOST
2025-03-17,14:15,rth,down,483.87,484.46,479.958,484.265,1748173,9826,3.912,0.395,0.808,479.958,1,102855,2,True,True,GHOST
2025-03-17,14:30,rth,down,484.85,485.37,479.958,485.35,499548,1572,4.892,0.5,1.008,479.958,2,205710,3,True,True,GHOST
2025-03-17,14:45,rth,down,485.1,485.835,479.958,485.65,563007,1700,5.142,0.55,1.059,479.958,2,252855,34,True,True,GHOST
2025-03-17,14:50,rth,down,485.64,485.84,479.958,485.48,504074,1544,5.522,0.16,1.137,479.958,2,205710,3,True,True,GHOST
2025-03-17,15:00,rth,down,485.34,485.51,479.958,484.98,664583,2458,5.022,0.36,1.036,479.958,1,102855,2,True,True,GHOST
2025-03-17,15:05,rth,down,485.01,485.43,479.958,484.8912,512190,1498,4.9332,0.1188,1.017,479.958,1,205710,3,True,True,GHOST
2025-03-17,15:30,rth,down,484.86,485.17,479.958,484.545,592749,2039,4.587,0.315,0.947,479.958,2,205710,2,True,True,GHOST
2025-03-17,15:35,rth,down,484.52,488.0,479.958,484.78,626535,1724,4.562,0.26,0.941,479.958,2,205710,4,True,True,GHOST
2025-03-17,15:40,rth,up,484.79,491.5,479.958,484.81,735442,2075,6.69,0.02,1.38,491.5,1,2200,3,True,False,GHOST
2025-03-17,15:50,rth,down,484.61,488.0,479.958,483.73,915806,4852,3.772,0.88,0.78,479.958,1,102855,5,True,True,GHOST
2025-03-18,11:35,rth,up,474.1,482.5771,473.951,474.5864,361008,1011,7.9907,0.4864,1.684,482.5771,1,205670,3,True,False,GHOST
2025-03-18,11:50,rth,up,473.84,482.5771,473.47,473.53,300846,982,8.7371,0.31,1.845,482.5771,1,102835,3,True,True,GHOST
2025-03-18,11:55,rth,up,473.53,482.5771,473.0,473.69,480783,1006,8.8871,0.16,1.876,482.5771,2,308505,5,True,True,GHOST
2025-03-18,12:00,rth,up,473.7,482.5771,473.48,474.34,542833,1107,8.2371,0.64,1.737,482.5771,3,308505,4,True,True,GHOST
2025-03-18,12:30,rth,up,475.81,482.5771,475.3,475.4499,330750,1473,6.7671,0.3601,1.423,482.5771,1,104099,3,True,True,GHOST
2025-03-18,14:30,rth,up,474.62,482.5771,474.2,474.72,444097,810,7.8571,0.1,1.655,482.5771,1,205670,3,True,True,GHOST
2025-03-18,14:45,rth,up,474.9018,482.5771,474.85,475.9299,1052177,1336,6.6472,1.0281,1.397,482.5771,2,205670,4,True,True,GHOST
2025-03-18,14:55,rth,up,475.95,482.5771,475.39,475.7593,340886,1259,6.6271,0.1907,1.393,482.5771,1,102835,2,True,True,GHOST
2025-03-18,15:15,rth,up,475.28,482.5771,475.05,475.45,792787,1050,7.1271,0.17,1.499,482.5771,1,102835,4,True,True,GHOST
2025-03-18,15:30,rth,up,474.89,482.5771,474.7541,475.13,268997,903,7.4471,0.24,1.567,482.5771,1,104109,4,True,True,GHOST
2025-03-18,15:40,rth,up,474.37,482.5771,474.1,474.42,446559,1007,8.1571,0.05,1.719,482.5771,1,205670,4,True,True,GHOST
2025-03-18,15:55,rth,up,474.57,482.5771,474.28,474.73,1866950,5692,7.8471,0.16,1.653,482.5771,3,514225,4,True,True,GHOST
2025-03-19,11:20,rth,down,477.77,478.86,474.5828,478.64,354123,809,3.1872,0.87,0.666,474.5828,1,104099,4,True,False,GHOST
2025-03-19,11:40,rth,down,479.0998,479.58,474.5828,479.54,278693,969,4.517,0.4402,0.942,474.5828,1,104099,3,True,True,GHOST
2025-03-19,12:45,rth,down,478.95,479.03,474.5828,478.725,162814,378,4.1422,0.225,0.865,474.5828,1,104099,4,True,True,GHOST
2025-03-19,15:50,rth,down,482.21,482.22,474.5828,481.45,1161347,4351,6.8672,0.76,1.426,474.5828,1,208177,2,True,True,GHOST
2025-03-20,08:00,pre,up,477.59,484.17,476.692,478.55,107102,377,5.62,0.96,1.174,484.17,14,669,27297267,True,False,GHOST
2025-03-20,12:45,rth,up,479.09,483.3278,478.75,478.84,291896,1430,4.2378,0.25,0.885,483.3278,1,63000,6560268,True,True,GHOST
2025-03-21,10:10,rth,up,474.7,479.3617,474.21,475.485,495292,2323,3.8767,0.785,0.815,479.3617,1,104017,4,True,False,GHOST
2025-03-21,11:30,rth,up,475.42,479.3617,475.34,475.84,293347,1203,3.5217,0.42,0.74,479.3617,1,104017,4,True,True,GHOST
2025-03-21,11:45,rth,up,474.66,477.65,474.62,475.2599,364771,1382,2.3901,0.5999,0.503,477.65,1,10500,1531107,True,True,GHOST
2025-03-24,08:00,pre,down,486.86,487.83,483.95,487.6002,164600,477,2.91,0.7402,0.597,483.95,122,1100,28769399,True,False,not_pbar
2025-03-24,11:10,rth,down,490.2975,490.46,480.4954,490.22,282294,960,9.7246,0.0775,1.984,480.4954,1,104017,3,True,False,GHOST
2025-03-24,11:40,rth,down,489.56,489.8,484.4,489.605,162751,860,5.16,0.045,1.054,484.4,1,100,70,True,True,GHOST
2025-03-24,13:30,rth,down,489.73,489.98,480.4954,489.83,252474,850,9.2346,0.1,1.885,480.4954,1,104017,2,True,True,GHOST
2025-03-24,15:00,rth,down,490.38,490.64,480.4954,490.6233,446247,1258,9.8846,0.2433,2.015,480.4954,1,104017,3,True,True,GHOST
2025-03-24,15:10,rth,down,490.81,490.84,480.4954,490.595,444939,1151,10.0996,0.215,2.059,480.4954,1,249640,5,True,True,GHOST
2025-03-24,15:20,rth,down,490.85,490.85,480.4954,490.75,357919,998,10.2546,0.1,2.09,480.4954,2,208034,4,True,True,GHOST
2025-03-24,15:40,rth,down,490.4,490.75,480.4954,490.5745,541013,1713,9.9046,0.1745,2.019,480.4954,1,104017,2,True,True,GHOST
2025-03-24,15:45,rth,down,490.58,491.03,480.4954,490.83,621306,3009,10.0846,0.25,2.055,480.4954,1,104017,3,True,True,GHOST
2025-03-24,15:55,rth,down,491.23,491.47,480.4954,490.45,2508768,9647,9.9546,0.78,2.03,480.4954,3,312018,3,True,True,GHOST
2025-03-25,12:35,rth,up,491.9,495.21,491.83,492.03,113589,500,3.18,0.13,0.646,495.21,1,3000,8,True,False,GHOST
2025-03-26,11:50,rth,up,487.64,493.4808,486.46,486.79,591564,2606,5.8408,0.85,1.2,493.4808,1,103980,4,True,False,GHOST
2025-03-26,12:00,rth,up,486.39,493.4808,485.76,486.04,622517,1819,7.0908,0.35,1.459,493.4808,2,207960,4,True,True,GHOST
2025-03-26,12:15,rth,up,486.265,493.4808,485.86,485.87,341969,1052,7.2158,0.395,1.485,493.4808,1,103980,5,True,True,GHOST
2025-03-26,12:35,rth,up,486.41,493.4808,486.18,486.245,260009,753,7.0708,0.165,1.454,493.4808,1,103980,4,True,True,GHOST
2025-03-26,14:20,rth,up,484.72,493.4808,484.645,484.94,272043,1028,8.5408,0.22,1.761,493.4808,1,103990,4,True,True,GHOST
2025-03-26,15:05,rth,up,483.4,493.4808,482.82,483.1,534445,1492,10.0808,0.3,2.087,493.4808,3,311970,4,True,True,GHOST
2025-03-26,15:10,rth,up,483.1098,493.4808,482.88,483.2,353543,1158,10.2808,0.0902,2.128,493.4808,1,103990,5,True,True,GHOST
2025-03-26,15:15,rth,up,483.18,493.4808,483.06,483.88,326981,1018,9.6008,0.7,1.984,493.4808,1,103990,4,True,True,GHOST
2025-03-26,15:25,rth,up,483.59,493.4808,483.24,483.28,462941,1370,9.8908,0.31,2.047,493.4808,1,103990,4,True,True,GHOST
2025-03-26,15:50,rth,up,484.45,493.4808,484.14,484.7113,1282789,4734,8.7695,0.2613,1.809,493.4808,5,519950,4,True,True,GHOST
2025-03-26,15:55,rth,up,484.68,493.4808,484.29,484.4,1179026,5190,8.8008,0.28,1.817,493.4808,2,207980,4,True,True,GHOST
2025-03-27,09:40,rth,up,480.54,484.4574,480.25,481.25,867395,3225,3.2074,0.71,0.666,484.4574,2,103992,48,True,False,GHOST
2025-03-27,10:40,rth,down,485.5092,485.89,483.0,485.5925,305198,1083,2.5092,0.0833,0.517,483.0,1,40800,6,True,True,GHOST
2025-03-27,15:55,rth,up,481.9,484.4574,481.33,481.58,1338314,6562,2.5574,0.32,0.531,484.4574,1,207982,4,True,True,GHOST
2025-03-28,11:00,rth,up,472.43,481.5855,471.235,471.36,768323,3139,9.1555,1.07,1.942,481.5855,1,103950,3,True,False,GHOST
2025-03-28,12:00,rth,up,470.92,481.5855,470.91,471.54,422474,1319,10.0455,0.62,2.13,481.5855,2,207900,7,True,True,GHOST
2025-03-28,12:10,rth,up,471.3,481.5855,471.09,471.1299,273099,791,10.2855,0.1701,2.183,481.5855,1,103950,3,True,True,GHOST
